,DomainLength,TLD,TLDLength,NoOfSubDomain,LetterRatioInURL,label
2157,31,com,3,3,0.7083333333333334,0
2158,24,net,3,2,0.7027027027027027,0
2159,32,com,3,1,0.967741935483871,1
2160,10,in,2,1,0.8888888888888888,0
2161,23,com,3,0,0.9545454545454546,0
2162,24,com,3,1,0.9565217391304348,0
2163,21,com,3,1,0.95,1
2164,17,com,3,1,0.9375,0
2165,20,uk,2,1,0.9473684210526315,0
2166,26,com,3,1,0.9387755102040817,1
2167,22,com,3,1,0.9523809523809523,0
2168,38,com,3,1,0.972972972972973,0
2169,16,com,3,1,0.9333333333333333,1
2170,18,net,3,1,0.9411764705882353,1
2171,16,org,3,1,0.9333333333333333,1
2172,7,do,2,0,0.9230769230769231,0
2173,25,ru,2,1,0.9583333333333334,0
2174,29,com,3,1,0.9454545454545454,0
2175,50,com,3,3,0.9473684210526315,0
2176,27,com,3,1,0.9411764705882353,0
2177,12,com,3,0,0.9565217391304348,1
2178,18,ru,2,1,0.9411764705882353,1
2179,25,com,3,1,0.9361702127659575,0
2180,6,do,2,0,0.9090909090909091,0
2181,17,uk,2,3,0.8666666666666667,1
2182,23,com,3,1,0.9545454545454546,1
2183,14,com,3,1,0.9230769230769231,1
2184,28,com,3,1,0.9629629629629629,0
2185,29,br,2,2,0.9056603773584906,0
2186,19,com,3,0,0.972972972972973,0
2187,17,com,3,1,0.9375,1
2188,24,com,3,1,0.9565217391304348,1
2189,23,com,3,1,0.9545454545454546,0
2190,16,com,3,0,0.967741935483871,0
2191,22,edu,3,1,0.9523809523809523,1
2192,54,com,3,4,0.9411764705882353,0
2193,16,com,3,1,0.9333333333333333,1
2194,16,com,3,1,0.9333333333333333,0
2195,18,com,3,0,0.9714285714285714,0
2196,15,com,3,1,0.9285714285714286,0
2197,20,au,2,2,0.918918918918919,1
2198,34,com,3,1,0.9696969696969697,1
2199,16,de,2,1,0.896551724137931,1
2200,21,com,3,1,0.95,1
2201,31,com,3,3,0.7083333333333334,0
2202,13,com,3,1,0.9166666666666666,0
2203,13,id,2,1,0.9166666666666666,0
2204,32,com,3,1,0.9152542372881356,0
2205,14,com,3,1,0.88,1
2206,20,com,3,1,0.9473684210526315,0
2207,24,com,3,1,0.9565217391304348,1
2208,9,com,3,0,0.9411764705882353,1
2209,21,edu,3,2,0.9230769230769231,1
2210,32,com,3,1,0.9508196721311475,0
2211,15,com,3,1,0.9285714285714286,1
2212,13,no,2,0,0.96,1
2213,17,lk,2,1,0.9375,1
2214,16,com,3,1,0.896551724137931,1
2215,15,cat,3,0,0.9655172413793104,1
2216,13,185,3,2,0.0,0
2217,14,com,3,1,0.9230769230769231,1
2218,11,hr,2,1,0.9,1
2219,25,sk,2,1,0.9583333333333334,0
2220,13,fr,2,1,0.9166666666666666,0
2221,15,com,3,1,0.9285714285714286,1
2222,14,com,3,1,0.9230769230769231,0
2223,21,com,3,1,0.95,0
2224,11,com,3,0,0.8421052631578947,1
2225,15,com,3,0,0.9655172413793104,0
2226,16,com,3,1,0.896551724137931,1
2227,14,com,3,0,0.9629629629629629,0
2228,16,org,3,1,0.9333333333333333,1
2229,24,com,3,1,0.9565217391304348,0
2230,46,com,3,4,0.9425287356321839,0
2231,20,com,3,1,0.9473684210526315,1
2232,16,org,3,1,0.9333333333333333,1
2233,15,com,3,1,0.9285714285714286,0
2234,15,gov,3,1,0.9285714285714286,1
2235,25,io,2,1,0.75,0
2236,22,com,3,1,0.9523809523809523,1
2237,15,com,3,1,0.9285714285714286,1
2238,15,com,3,1,0.9285714285714286,1
2239,15,com,3,1,0.9285714285714286,0
2240,20,se,2,1,0.9473684210526315,1
2241,17,com,3,1,0.9375,1
2242,23,sg,2,2,0.9302325581395349,0
2243,26,com,3,1,0.96,1
2244,24,com,3,1,0.9333333333333333,1
2245,26,com,3,1,0.8936170212765957,0
2246,19,com,3,1,0.9444444444444444,1
2247,27,com,3,1,0.9615384615384616,0
2248,20,uk,2,2,0.918918918918919,1
2249,18,com,3,1,0.9090909090909091,1
2250,13,uk,2,2,0.8695652173913043,1
2251,37,cheap,5,0,0.9863013698630136,0
2252,14,com,3,1,0.9230769230769231,0
2253,23,com,3,1,0.9545454545454546,0
2254,42,com,3,3,0.95,0
2255,26,website,7,1,0.96,1
2256,12,com,3,1,0.8,0
2257,14,com,3,1,0.9230769230769231,1
2258,11,com,3,1,0.9,1
2259,13,com,3,1,0.9166666666666666,1
2260,18,com,3,1,0.9411764705882353,1
2261,19,com,3,1,0.9444444444444444,1
2262,20,com,3,1,0.9473684210526315,1
2263,8,ph,2,0,0.9333333333333333,0
2264,22,ng,2,2,0.9,0
2265,50,com,3,3,0.9473684210526315,0
2266,22,com,3,1,0.9523809523809523,0
2267,16,com,3,1,0.9333333333333333,1
2268,12,com,3,0,0.9565217391304348,0
2269,16,net,3,1,0.9333333333333333,0
2270,26,org,3,1,0.9387755102040817,1
2271,10,media,5,0,0.9473684210526315,1
2272,13,com,3,1,0.9166666666666666,0
2273,16,com,3,1,0.9333333333333333,0
2274,6,im,2,0,0.9090909090909091,0
2275,21,com,3,1,0.95,1
2276,16,org,3,1,0.9333333333333333,1
2277,23,com,3,1,0.9545454545454546,0
2278,22,com,3,1,0.8717948717948718,0
2279,14,com,3,0,0.9629629629629629,0
2280,42,com,3,3,0.95,0
2281,17,com,3,1,0.9375,1
2282,21,uk,2,2,0.9230769230769231,1
2283,25,net,3,1,0.9583333333333334,0
2284,22,com,3,1,0.9523809523809523,1
2285,22,de,2,1,0.9523809523809523,1
2286,26,today,5,1,0.96,1
2287,31,com,3,1,0.8301886792452831,0
2288,27,com,3,1,0.9615384615384616,1
2289,18,com,3,1,0.9411764705882353,1
2290,16,pro,3,1,0.9333333333333333,0
2291,18,com,3,1,0.9411764705882353,1
2292,10,ua,2,1,0.8888888888888888,0
2293,16,ru:443,6,0,0.8148148148148148,1
2294,16,com,3,1,0.9333333333333333,1
2295,22,com,3,1,0.9523809523809523,1
2296,13,org,3,1,0.9166666666666666,1
2297,9,org,3,0,0.9411764705882353,1
2298,16,cz,2,1,0.9333333333333333,1
2299,16,org,3,1,0.9333333333333333,1
2300,19,com,3,1,0.9444444444444444,1
2301,21,com,3,1,0.95,1
2302,16,com,3,1,0.9333333333333333,1
2303,25,org,3,1,0.9583333333333334,0
2304,17,id,2,2,0.9032258064516129,0
2305,10,com,3,0,0.8888888888888888,0
2306,29,com,3,1,0.9454545454545454,1
2307,13,mil,3,1,0.9166666666666666,1
2308,16,com,3,1,0.9333333333333333,1
2309,26,id,2,2,0.9387755102040817,0
2310,12,info,4,0,0.9565217391304348,0
2311,18,ae,2,2,0.9090909090909091,1
2312,13,com,3,0,0.96,1
2313,13,edu,3,2,0.8695652173913043,1
2314,21,com,3,0,0.975609756097561,0
2315,11,net,3,0,0.9523809523809523,1
2316,14,com,3,0,0.9629629629629629,1
2317,17,com,3,1,0.9375,1
2318,20,com,3,1,0.9473684210526315,1
2319,10,vn,2,0,0.9473684210526315,0
2320,13,com,3,1,0.9166666666666666,1
2321,39,com,3,3,0.8181818181818182,0
2322,26,com,3,1,0.96,1
2323,30,com,3,1,0.9655172413793104,0
2324,18,com,3,1,0.9411764705882353,1
2325,17,com,3,1,0.7857142857142857,1
2326,22,com,3,0,0.9767441860465116,0
2327,16,com,3,1,0.9333333333333333,0
2328,21,com,3,1,0.95,0
2329,22,com,3,1,0.9523809523809523,1
2330,22,com,3,1,0.9523809523809523,1
2331,11,com,3,1,0.7058823529411765,0
2332,18,com,3,1,0.9411764705882353,1
2333,28,jobs,4,1,0.9629629629629629,1
2334,16,org,3,1,0.9333333333333333,1
2335,17,top,3,0,0.8666666666666667,0
2336,11,com,3,0,0.9523809523809523,0
2337,17,biz,3,1,0.9375,0
2338,18,ru,2,1,0.9411764705882353,1
2339,31,com,3,1,0.9491525423728814,0
2340,15,com,3,1,0.9285714285714286,0
2341,20,co,2,1,0.9473684210526315,0
2342,7,eu,2,0,0.9230769230769231,1
2343,30,com,3,1,0.9655172413793104,0
2344,43,com,3,0,0.9882352941176471,0
2345,18,com,3,1,0.9411764705882353,0
2346,25,io,2,1,0.75,0
2347,44,com,3,1,0.8860759493670886,1
2348,14,il,2,1,0.9230769230769231,0
2349,21,com,3,1,0.95,1
2350,9,info,4,0,0.9411764705882353,0
2351,15,it,2,1,0.8888888888888888,1
2352,19,nz,2,2,0.9142857142857143,1
2353,13,com,3,1,0.9166666666666666,1
2354,10,ly,2,0,0.9473684210526315,0
2355,22,com,3,1,0.9523809523809523,0
2356,16,org,3,1,0.9333333333333333,1
2357,14,com,3,0,0.9629629629629629,1
2358,6,ly,2,0,0.9090909090909091,1
2359,18,ar,2,2,0.9090909090909091,1
2360,23,com,3,1,0.8780487804878049,0
2361,13,com,3,1,0.9166666666666666,1
2362,20,au,2,1,0.9473684210526315,0
2363,19,nl,2,1,0.9444444444444444,0
2364,50,com,3,3,0.9473684210526315,0
2365,15,au,2,1,0.9285714285714286,0
2366,61,ru,2,6,0.9009009009009009,0
2367,18,com,3,1,0.9411764705882353,0
2368,21,pl,2,1,0.7647058823529411,0
2369,26,com,3,1,0.96,1
2370,21,com,3,1,0.95,1
2371,21,com,3,0,0.975609756097561,0
2372,23,com,3,1,0.9545454545454546,0
2373,18,com,3,1,0.9411764705882353,1
2374,19,com,3,1,0.9444444444444444,1
2375,23,pl,2,2,0.9302325581395349,0
2376,17,com,3,1,0.9375,1
2377,9,ca,2,0,0.9411764705882353,1
2378,20,com,3,0,0.9743589743589743,0
2379,37,net,3,3,0.9428571428571428,0
2380,18,com,3,1,0.9411764705882353,1
2381,21,com,3,1,0.9230769230769231,1
2382,17,com,3,1,0.9375,0
2383,15,com,3,1,0.8461538461538461,0
2384,23,org,3,1,0.9545454545454546,1
2385,30,com,3,1,0.9655172413793104,0
2386,28,br,2,1,0.9629629629629629,0
2387,16,net,3,1,0.9333333333333333,0
2388,19,com,3,1,0.9444444444444444,1
2389,19,com,3,1,0.9444444444444444,0
2390,37,com,3,2,0.9577464788732394,0
2391,20,com,3,1,0.9473684210526315,0
2392,18,nl,2,1,0.8387096774193549,0
2393,44,com,3,3,0.7945205479452054,0
2394,14,com,3,1,0.9230769230769231,1
2395,26,com,3,1,0.96,0
2396,21,com,3,1,0.95,0
2397,16,com,3,1,0.9333333333333333,1
2398,19,com,3,1,0.9444444444444444,1
2399,17,com,3,1,0.9375,1
2400,30,com,3,1,0.9655172413793104,1
2401,18,com,3,1,0.9411764705882353,1
2402,10,net,3,0,0.8888888888888888,0
2403,14,com,3,1,0.9230769230769231,1
2404,26,au,2,2,0.9387755102040817,1
2405,18,com,3,1,0.9411764705882353,1
2406,14,com,3,1,0.9230769230769231,1
2407,50,com,3,3,0.9473684210526315,0
2408,17,com,3,0,0.9696969696969697,1
2409,13,de,2,0,0.96,0
2410,31,com,3,2,0.9310344827586207,0
2411,27,com,3,1,0.9615384615384616,1
2412,11,com,3,0,0.9,1
2413,22,site,4,1,0.7777777777777778,0
2414,18,net,3,1,0.9090909090909091,0
2415,15,vn,2,1,0.9285714285714286,0
2416,14,com,3,1,0.9230769230769231,1
2417,26,uk,2,1,0.96,1
2418,17,com,3,1,0.8666666666666667,1
2419,15,com,3,1,0.9285714285714286,1
2420,26,com,3,1,0.96,1
2421,27,br,2,2,0.9411764705882353,0
2422,18,com,3,1,0.9411764705882353,1
2423,19,com,3,0,0.972972972972973,0
2424,22,com,3,0,0.9767441860465116,0
2425,19,ve,2,1,0.9142857142857143,0
2426,20,com,3,1,0.9473684210526315,1
2427,23,com,3,1,0.9545454545454546,1
2428,8,ir,2,0,0.9333333333333333,0
2429,31,com,3,1,0.9666666666666667,1
2430,13,net,3,0,0.96,0
2431,19,com,3,1,0.9444444444444444,1
2432,17,de,2,1,0.9032258064516129,0
2433,22,com,3,1,0.9523809523809523,1
2434,24,com,3,1,0.9565217391304348,1
2435,10,com,3,0,0.9473684210526315,0
2436,18,com,3,1,0.9411764705882353,0
2437,16,com,3,1,0.9333333333333333,1
2438,13,com,3,1,0.9166666666666666,0
2439,14,com,3,1,0.9230769230769231,1
2440,19,com,3,1,0.9444444444444444,1
2441,20,io,2,1,0.8571428571428571,0
2442,19,com,3,1,0.9444444444444444,1
2443,16,de,2,1,0.9333333333333333,1
2444,19,com,3,1,0.9142857142857143,1
2445,18,ru,2,1,0.875,0
2446,23,uk,2,3,0.9047619047619048,0
2447,17,edu,3,1,0.9375,1
2448,12,org,3,0,0.9565217391304348,1
2449,21,com,3,1,0.95,1
2450,16,si,2,1,0.9333333333333333,1
2451,20,com,3,1,0.9473684210526315,1
2452,29,com,3,1,0.9454545454545454,0
2453,18,com,3,1,0.9411764705882353,0
2454,50,com,3,3,0.9473684210526315,0
2455,14,com,3,1,0.9230769230769231,1
2456,25,com,3,1,0.9583333333333334,1
2457,27,com,3,0,0.9811320754716981,0
2458,28,com,3,0,0.9818181818181818,0
2459,15,com,3,0,0.9655172413793104,1
2460,10,com,3,0,0.9473684210526315,0
2461,26,com,3,1,0.96,1
2462,11,com,3,1,0.8421052631578947,1
2463,4,ly,2,0,0.6666666666666666,0
2464,54,com,3,4,0.9411764705882353,0
2465,28,com,3,1,0.9629629629629629,1
2466,22,com,3,1,0.926829268292683,0
2467,18,com,3,1,0.9411764705882353,0
2468,19,com,3,1,0.9444444444444444,1
2469,20,com,3,0,0.9473684210526315,0
2470,14,com,3,1,0.9230769230769231,1
2471,9,nl,2,0,0.9411764705882353,1
2472,24,com,3,2,0.9333333333333333,0
2473,25,it,2,1,0.9583333333333334,0
2474,17,com,3,1,0.9375,1
2475,28,za,2,2,0.9433962264150944,0
2476,17,no,2,1,0.9375,1
2477,9,net,3,0,0.9411764705882353,1
2478,34,com,3,3,0.8666666666666667,0
2479,16,com,3,1,0.9333333333333333,1
2480,21,com,3,0,0.95,0
2481,9,tirol,5,0,0.9411764705882353,1
2482,39,com,3,2,0.9166666666666666,0
2483,23,com,3,1,0.8780487804878049,0
2484,18,com,3,0,0.9411764705882353,0
2485,15,kr,2,1,0.9285714285714286,0
2486,21,nl,2,1,0.95,0
2487,24,com,3,1,0.9333333333333333,1
2488,10,id,2,1,0.8888888888888888,1
2489,18,com,3,1,0.9411764705882353,0
2490,15,ru,2,1,0.9285714285714286,1
2491,18,com,3,1,0.875,1
2492,14,tr,2,1,0.9230769230769231,0
2493,20,com,3,1,0.9473684210526315,1
2494,15,com,3,1,0.9285714285714286,1
2495,23,com,3,1,0.9302325581395349,1
2496,21,com,3,1,0.9230769230769231,1
2497,15,net,3,0,0.9655172413793104,0
2498,25,com,3,1,0.9583333333333334,0
2499,19,com,3,1,0.9444444444444444,1
2500,20,com,3,1,0.9473684210526315,0
2501,8,in,2,0,0.9333333333333333,0
2502,18,com,3,1,0.9411764705882353,0
2503,24,co,2,2,0.9090909090909091,0
2504,33,com,3,1,0.96875,0
2505,17,com,3,0,0.9696969696969697,1
2506,22,com,3,1,0.9523809523809523,1
2507,21,br,2,2,0.9230769230769231,0
2508,16,com,3,1,0.9333333333333333,1
2509,10,at,2,1,0.8888888888888888,1
2510,29,com,3,1,0.9259259259259259,1
2511,43,co,2,2,0.868421052631579,0
2512,15,com,3,1,0.9285714285714286,1
2513,21,ru,2,1,0.95,0
2514,17,com,3,1,0.9375,1
2515,31,com,3,1,0.9122807017543859,0
2516,16,cn,2,2,0.896551724137931,0
2517,24,za,2,1,0.9565217391304348,0
2518,23,fi,2,1,0.9545454545454546,1
2519,17,pl,2,1,0.9375,0
2520,20,uk,2,1,0.9473684210526315,0
2521,21,co,2,1,0.8947368421052632,0
2522,14,com,3,1,0.9230769230769231,1
2523,12,in,2,1,0.9090909090909091,1
2524,20,com,3,1,0.9473684210526315,1
2525,16,org,3,1,0.9333333333333333,1
2526,16,com,3,1,0.9333333333333333,1
2527,22,com,3,1,0.9523809523809523,0
2528,14,com,3,1,0.9230769230769231,0
2529,23,com,3,1,0.9545454545454546,1
2530,24,com,3,0,0.9565217391304348,0
2531,17,ua,2,1,0.9375,1
2532,18,kr,2,2,0.875,0
2533,15,zone,4,1,0.9285714285714286,1
2534,20,org,3,1,0.9473684210526315,1
2535,14,link,4,1,0.88,0
2536,17,com,3,1,0.9375,1
2537,18,com,3,1,0.9411764705882353,1
2538,17,net,3,1,0.9375,1
2539,21,ru,2,1,0.95,0
2540,21,com,3,0,0.975609756097561,0
2541,21,com,3,1,0.95,1
2542,42,com,3,3,0.8947368421052632,0
2543,14,au,2,2,0.88,1
2544,22,com,3,1,0.9523809523809523,1
2545,27,com,3,1,0.9615384615384616,1
2546,8,com,3,0,0.9333333333333333,1
2547,16,com,3,0,0.967741935483871,0
2548,15,com,3,1,0.9285714285714286,1
2549,14,it,2,1,0.9230769230769231,0
2550,21,com,3,1,0.95,0
2551,11,com,3,1,0.9,1
2552,15,com,3,1,0.9285714285714286,1
2553,18,com,3,0,0.9714285714285714,0
2554,14,ch,2,1,0.9230769230769231,1
2555,13,com,3,1,0.9166666666666666,1
2556,16,biz,3,0,0.967741935483871,0
2557,18,it,2,1,0.9411764705882353,1
2558,18,com,3,1,0.9090909090909091,1
2559,50,com,3,3,0.9473684210526315,0
2560,15,com,3,0,0.9655172413793104,0
2561,20,com,3,1,0.9473684210526315,1
2562,14,link,4,1,0.782608695652174,0
2563,7,us,2,0,0.8333333333333334,1
2564,11,edu,3,1,0.9,1
2565,17,com,3,1,0.9375,1
2566,20,com,3,1,0.918918918918919,1
2567,24,com,3,1,0.9565217391304348,1
2568,14,com,3,1,0.9230769230769231,1
2569,19,uk,2,2,0.9142857142857143,1
2570,17,com,3,1,0.9375,1
2571,25,com,3,1,0.9583333333333334,1
2572,12,ge,2,0,0.9565217391304348,0
2573,19,sk,2,1,0.9142857142857143,1
2574,19,com,3,1,0.9444444444444444,1
2575,27,edu,3,2,0.9411764705882353,1
2576,29,com,3,3,0.7659574468085106,0
2577,40,com,3,1,0.961038961038961,0
2578,21,com,3,2,0.9230769230769231,0
2579,19,com,3,1,0.9444444444444444,1
2580,19,com,3,1,0.9444444444444444,1
2581,28,ve,2,1,0.9629629629629629,0
2582,17,com,3,1,0.9375,1
2583,41,com,3,3,0.8450704225352113,0
2584,14,com,3,1,0.9230769230769231,1
2585,20,com,3,1,0.9473684210526315,1
2586,12,com,3,0,0.9565217391304348,0
2587,17,com,3,1,0.9375,0
2588,18,com,3,1,0.9411764705882353,1
2589,17,audio,5,1,0.9375,1
2590,15,com,3,1,0.9285714285714286,1
2591,30,com,3,1,0.9473684210526315,0
2592,13,com,3,0,0.96,0
2593,24,link,4,1,0.9333333333333333,0
2594,18,com,3,1,0.9411764705882353,0
2595,10,com,3,1,0.8888888888888888,1
2596,14,com,3,1,0.9230769230769231,1
2597,16,com,3,1,0.9333333333333333,1
2598,19,com,3,0,0.972972972972973,0
2599,21,com,3,1,0.95,1
2600,22,com,3,1,0.9523809523809523,1
2601,16,com,3,0,0.967741935483871,0
2602,20,com,3,1,0.9473684210526315,1
2603,24,com,3,1,0.9565217391304348,1
2604,19,com,3,1,0.9444444444444444,1
2605,9,fr,2,0,0.9411764705882353,0
2606,50,com,3,3,0.9473684210526315,0
2607,20,com,3,1,0.9473684210526315,0
2608,16,com,3,1,0.9333333333333333,1
2609,35,app,3,1,0.8709677419354839,0
2610,50,com,3,3,0.9473684210526315,0
2611,12,ar,2,1,0.9090909090909091,0
2612,23,com,3,1,0.9545454545454546,1
2613,20,com,3,1,0.9473684210526315,0
2614,27,com,3,3,0.92,0
2615,19,nl,2,0,0.972972972972973,1
2616,22,com,3,1,0.9523809523809523,1
2617,27,com,3,1,0.6829268292682927,0
2618,27,com,3,1,0.9615384615384616,1
2619,20,io,2,1,0.918918918918919,0
2620,15,edu,3,1,0.9285714285714286,1
2621,16,org,3,1,0.9333333333333333,1
2622,25,id,2,1,0.9583333333333334,0
2623,14,com,3,1,0.9230769230769231,1
2624,13,com,3,1,0.9166666666666666,1
2625,10,id,2,0,0.9473684210526315,0
2626,13,it,2,0,0.9166666666666666,0
2627,24,top,3,0,0.9787234042553191,0
2628,31,com,3,3,0.7083333333333334,0
2629,16,cz,2,1,0.9333333333333333,1
2630,26,com,3,1,0.9166666666666666,1
2631,19,com,3,0,0.972972972972973,0
2632,10,il,2,1,0.8888888888888888,1
2633,23,com,3,0,0.9545454545454546,0
2634,15,com,3,1,0.9285714285714286,1
2635,23,com,3,1,0.9545454545454546,1
2636,10,com,3,0,0.9473684210526315,0
2637,20,io,2,1,0.8888888888888888,0
2638,12,com,3,0,0.9090909090909091,0
2639,14,com,3,0,0.9629629629629629,0
2640,17,com,3,1,0.9375,1
2641,14,com,3,0,0.9629629629629629,0
2642,12,gr,2,1,0.9090909090909091,0
2643,42,com,3,3,0.95,0
2644,17,com,3,1,0.9375,1
2645,17,com,3,1,0.9375,1
2646,20,io,2,1,0.9473684210526315,0
2647,26,com,3,1,0.9387755102040817,0
2648,19,com,3,1,0.9444444444444444,1
2649,19,au,2,2,0.9142857142857143,1
2650,50,com,3,3,0.9473684210526315,0
2651,15,com,3,1,0.9285714285714286,1
2652,35,com,3,1,0.9552238805970149,0
2653,19,cn,2,2,0.9142857142857143,0
2654,13,org,3,1,0.9166666666666666,1
2655,21,ro,2,0,0.975609756097561,0
2656,14,com,3,0,0.9629629629629629,0
2657,19,com,3,1,0.9444444444444444,0
2658,24,net,3,2,0.8,0
2659,22,fr,2,0,0.9523809523809523,0
2660,18,com,3,1,0.9411764705882353,1
2661,17,org,3,1,0.9375,1
2662,13,cz,2,1,0.9166666666666666,0
2663,17,com,3,1,0.9375,0
2664,27,de,2,1,0.9615384615384616,1
2665,17,com,3,1,0.9375,1
2666,27,com,3,1,0.9615384615384616,1
2667,18,com,3,1,0.9411764705882353,1
2668,17,com,3,0,0.9696969696969697,0
2669,24,com,3,1,0.9565217391304348,1
2670,20,co,2,1,0.9473684210526315,0
2671,22,fr,2,0,0.9523809523809523,0
2672,20,com,3,1,0.9473684210526315,1
2673,18,com,3,0,0.9411764705882353,0
2674,11,io,2,1,0.9,0
2675,18,com,3,0,0.9411764705882353,0
2676,22,com,3,0,0.9767441860465116,0
2677,15,hr,2,1,0.9285714285714286,1
2678,15,ru,2,0,0.9655172413793104,0
2679,23,de,2,1,0.85,1
2680,14,il,2,1,0.9230769230769231,0
2681,42,com,3,3,0.95,0
2682,21,com,3,1,0.9230769230769231,0
2683,19,com,3,1,0.9444444444444444,1
2684,17,com,3,1,0.9375,1
2685,17,it,2,1,0.9032258064516129,1
2686,26,com,3,1,0.96,1
2687,16,com,3,1,0.9333333333333333,0
2688,20,com,3,1,0.9473684210526315,1
2689,11,com,3,1,0.9,1
2690,23,it,2,1,0.9302325581395349,0
2691,27,com,3,1,0.9615384615384616,1
2692,18,net,3,1,0.9411764705882353,1
2693,66,com,3,3,0.4470588235294118,0
2694,17,com,3,1,0.9375,0
2695,18,com,3,1,0.9411764705882353,1
2696,13,com,3,1,0.9166666666666666,1
2697,50,com,3,3,0.9473684210526315,0
2698,45,com,3,3,0.6567164179104478,0
2699,15,com,3,0,0.9655172413793104,0
2700,17,com,3,1,0.9375,1
2701,18,com,3,1,0.9411764705882353,1
2702,35,net,3,3,0.9393939393939394,0
2703,13,com,3,1,0.8181818181818182,0
2704,23,com,3,1,0.9545454545454546,0
2705,25,com,3,1,0.9583333333333334,1
2706,61,com,3,1,0.6881720430107527,0
2707,15,com,3,1,0.9285714285714286,0
2708,35,com,3,3,0.9393939393939394,0
2709,7,ly,2,0,0.9230769230769231,0
2710,14,be,2,0,0.9629629629629629,0
2711,18,ru,2,1,0.9411764705882353,0
2712,16,org,3,1,0.9333333333333333,1
2713,23,it,2,1,0.9545454545454546,0
2714,45,com,3,1,0.8157894736842105,0
2715,50,com,3,3,0.9473684210526315,0
2716,16,com,3,1,0.9333333333333333,1
2717,17,app,3,1,0.9032258064516129,0
2718,12,com,3,1,0.9090909090909091,1
2719,21,com,3,1,0.95,0
2720,29,net,3,1,0.8163265306122449,0
2721,22,com,3,1,0.9523809523809523,1
2722,21,com,3,1,0.9230769230769231,1
2723,17,pl,2,1,0.7857142857142857,0
2724,6,re,2,0,0.9090909090909091,0
2725,40,in,2,3,0.918918918918919,0
2726,11,co,2,0,0.9523809523809523,0
2727,18,il,2,1,0.9411764705882353,0
2728,7,ru,2,0,0.8333333333333334,1
2729,39,com,3,1,0.9736842105263158,0
2730,21,com,3,1,0.9230769230769231,0
2731,9,com,3,0,0.9411764705882353,0
2732,22,ar,2,1,0.9523809523809523,0
2733,17,com,3,0,0.9696969696969697,0
2734,14,ru,2,1,0.9230769230769231,1
2735,20,org,3,0,0.9743589743589743,0
2736,21,fr,2,1,0.8947368421052632,1
2737,16,gr,2,1,0.9333333333333333,1
2738,16,com,3,1,0.896551724137931,0
2739,12,com,3,1,0.9090909090909091,1
2740,29,net,3,1,0.9642857142857143,0
2741,12,com,3,1,0.9090909090909091,0
2742,10,ru,2,1,0.8888888888888888,1
2743,20,org,3,1,0.9473684210526315,0
2744,18,com,3,1,0.9411764705882353,1
2745,34,com,3,1,0.9375,0
2746,22,com,3,2,0.926829268292683,1
2747,11,au,2,1,0.9,0
2748,12,asia,4,0,0.9565217391304348,0
2749,20,com,3,1,0.9473684210526315,1
2750,15,ru,2,1,0.9285714285714286,1
2751,30,eu,2,1,0.9473684210526315,0
2752,22,com,3,1,0.8717948717948718,0
2753,17,ru,2,0,0.9696969696969697,0
2754,16,org,3,1,0.9333333333333333,1
2755,12,top,3,0,0.8,0
2756,16,com,3,1,0.9333333333333333,1
2757,15,net,3,1,0.9285714285714286,0
2758,34,com,3,4,0.9206349206349206,0
2759,16,com,3,1,0.9333333333333333,0
2760,19,com,3,1,0.9444444444444444,1
2761,23,org,3,1,0.9545454545454546,0
2762,19,com,3,1,0.9444444444444444,1
2763,30,com,3,1,0.9473684210526315,0
2764,16,org,3,1,0.9333333333333333,1
2765,11,com,3,0,0.9523809523809523,0
2766,25,com,3,1,0.9583333333333334,0
2767,33,nl,2,1,0.96875,0
2768,14,com,3,1,0.9230769230769231,1
2769,23,com,3,0,0.9545454545454546,0
2770,19,com,3,1,0.9444444444444444,1
2771,23,com,3,1,0.9545454545454546,1
2772,15,vn,2,1,0.9285714285714286,0
2773,27,com,3,2,0.9411764705882353,0
2774,16,com,3,0,0.967741935483871,0
2775,7,no,2,0,0.9230769230769231,1
2776,18,com,3,1,0.9411764705882353,1
2777,11,com,3,0,0.9523809523809523,1
2778,26,today,5,1,0.96,1
2779,10,org,3,1,0.8888888888888888,1
2780,13,com,3,1,0.9166666666666666,1
2781,11,,0,1,0.9,0
2782,12,org,3,0,0.9565217391304348,1
2783,21,com,3,1,0.95,1
2784,14,cz,2,1,0.9230769230769231,1
2785,16,com,3,0,0.967741935483871,0
2786,18,com,3,1,0.9411764705882353,1
2787,21,com,3,0,0.975609756097561,0
2788,11,org,3,0,0.9523809523809523,1
2789,50,com,3,3,0.9473684210526315,0
2790,19,info,4,1,0.9142857142857143,0
2791,10,at,2,1,0.8888888888888888,1
2792,12,ua,2,1,0.9090909090909091,1
2793,23,com,3,1,0.9545454545454546,1
2794,21,com,3,1,0.95,0
2795,16,org,3,1,0.9333333333333333,1
2796,37,com,3,1,0.9117647058823529,0
2797,14,com,3,0,0.9230769230769231,0
2798,18,org,3,1,0.9411764705882353,1
2799,22,com,3,0,0.9767441860465116,1
2800,19,com,3,1,0.9444444444444444,1
2801,17,com,3,1,0.9375,1
2802,13,com,3,1,0.9166666666666666,1
2803,19,com,3,1,0.9444444444444444,1
2804,12,org,3,1,0.9090909090909091,1
2805,24,org,3,1,0.9565217391304348,1
2806,31,com,3,1,0.9666666666666667,0
2807,13,fr,2,0,0.96,0
2808,15,org,3,1,0.9285714285714286,0
